Customer Name,State,Product,Units Sold,Unit Price,Total Sale,Sale Date,Sales Channel,Order ID
erin warner,Rivers,Phone,48,247768.25,11892876.0,22-07-2024,Direct,44b64ec1-4d16-4049-84d7-df9a238b05b7
david martinez,Rivers,Headphones,48,228676.96,10976494.08,30-06-2024,Retail,2ace1aa9-1032-46b3-a55b-fc1c7e3d5ee4
bryan herrera,Niger,Headphones,48,204262.41,9804595.68,13-01-2024,Direct,4cbc9044-6bcd-4ce7-86a5-6fe86f46f1b1
william warren,Niger,Laptop,48,236317.52,11343240.96,22-07-2024,Wholesale,5c72aebd-13b1-4e59-885c-d7147bf69552
brian lee,Niger,Camera,48,157889.24,7578683.52,22-07-2024,Direct,b88cddde-3f20-46c2-b1b8-8d65406f64d6
christopher smith,Ekiti,Laptop,48,158687.85,7617016.8,17-08-2023,Direct,9dde0188-9803-422e-beec-e88da002352a
denise mccann,Abuja,Monitor,48,108854.57,5225019.36,19-08-2023,Direct,22af711f-1b62-4a9d-b536-6b9f320f72c0
melissa martinez,Rivers,Camera,48,275214.79,13210309.92,14-02-2024,Retail,654c11d9-f2e6-4828-81bb-819c4dfe1117
katherine salas,Abuja,Monitor,78,158687.85,12377652.3,29-07-2024,Direct,614077d3-9ec4-4a48-9773-f98d550c2fe9
julie alexander,Benue,Keyboard,43,34106.53,1466580.79,17-10-2024,Retail,70b27304-545c-488d-9cb9-075ecdd7f460
anthony everett,Sokoto,Keyboard,48,248717.83,11938455.84,26-05-2025,Retail,d2d33488-d0c3-4018-ae3c-dd4f55b145e4
Unknown Name,Rivers,Tablet,48,270915.0,13003920.0,25-04-2025,Direct,982a2277-f966-459f-a6aa-59e5dc08bf29
rodney morales,Delta,Monitor,48,61045.96,2930206.08,30-11-2024,Direct,9a6c0db9-5217-4c88-8ce9-53a722d90db3
mark brown,Enugu,Tablet,48,161229.72,7739026.56,14-12-2024,Online,7aa061e9-336b-40cb-b1fe-ad13f280df1d
justin torres,Enugu,Phone,51,49778.88,2538722.88,22-07-2024,Direct,65f30779-f6ee-4cdb-ad79-a2d1506e50c7
bailey duran,Imo,Laptop,48,256418.56,12308090.88,17-02-2024,Retail,bc20b9f2-4a9c-489e-91b3-0182f7fe604f
jeremy dalton,Oyo,Camera,48,204248.42,9803924.16,17-07-2023,Direct,f7bf5244-7db2-47aa-a205-e54fb1e8c09d
elizabeth oliver,Niger,Tablet,48,158687.85,7617016.8,29-04-2025,Direct,536d47d7-3e0f-44ce-882f-78fd936cd31c
theresa clark,Kaduna,Laptop,48,215216.93,10330412.64,22-07-2024,Direct,c92e8c93-d105-48d6-87c1-c01760452909
matthew moore,Anambra,Headphones,48,146903.98,7051391.04,22-07-2024,Online,ee9bf3e1-1d27-409a-9d71-a89864976593
benjamin smith,Ekiti,Camera,48,269717.36,12946433.28,23-10-2023,Retail,ff4cc10f-979c-40cf-b326-1887905881df
kirk carter,Delta,Headphones,48,133922.07,6428259.36,26-05-2025,Retail,c4829b71-ae84-481c-ae0f-b5b38bae591e
michael warner,Kano,Laptop,48,17162.92,823820.16,22-07-2024,Wholesale,ba2aa7ba-f3f8-4c31-86e3-f9498cd34c62
Unknown Name,Ekiti,Headphones,48,40017.33,1920831.84,26-01-2025,Online,35ab8466-b557-4b00-b166-cdcf762cdfbc
michael bradshaw,Imo,Phone,48,124919.66,5996143.68,20-04-2024,Direct,d4cee27c-4a94-4e9f-8c35-1e4f703e957f
lori guerrero,Rivers,Monitor,40,169391.4,6775656.0,23-02-2025,Online,d908a121-d1a7-4a20-91b4-61e9b15da72d
jessica stephens,Abuja,Keyboard,48,167859.76,8057268.48,19-05-2024,Direct,ac484366-68bd-40d7-8b88-1c32cbb02a8b
susan serrano,Imo,Keyboard,48,158687.85,7617016.8,20-04-2024,Retail,4d8670bd-a222-4f96-a3a1-3e207fd255ee
christopher parker,Lagos,Tablet,25,201993.93,5049848.25,15-08-2023,Wholesale,2775ee42-a89e-42f2-80af-bf3f3df51967
michael lyons,Delta,Camera,48,7020.25,336972.0,19-08-2023,Retail,6082786f-ca00-4f58-ac52-1d13b719bb68
kathryn snyder,Kaduna,Tablet,48,76709.94,3682077.12,25-09-2024,Direct,9912316a-fd9e-4e20-b2f6-095812ef6101
andrew reynolds,Niger,Tablet,48,1403.13,67350.24,19-09-2024,Online,88cc4d49-669b-49b8-950d-f1a07aaf2001
david davis,Cross River,Keyboard,48,65761.44,3156549.12,22-07-2024,Wholesale,dea050c6-eb9e-4274-ac6a-37ad81b15db9
sara johnston,Cross River,Laptop,48,22372.34,1073872.32,17-04-2024,Direct,09697101-8b2c-450a-ab15-c11bb113d50b
yvonne chambers,Enugu,Camera,48,127397.37,6115073.76,22-07-2024,Direct,b39e4df2-5c0a-4feb-b7ea-e66eca6caf9b
Unknown Name,Benue,Tablet,48,210265.27,10092732.96,20-02-2024,Wholesale,98049562-8972-4bbd-8ff2-b1c4e53f9644
andrew avila,Abuja,Camera,49,158687.85,7775704.65,22-07-2024,Direct,1bffa279-15c1-404f-aa16-3354a35fc9c1
matthew moon,Kaduna,Monitor,21,162578.47,3414147.87,22-07-2024,Direct,aa2960fd-a858-44df-bf8c-1097c4da2c2e
kevin walters,Benue,Laptop,48,18546.56,890234.88,22-07-2024,Direct,9cd8758b-a5a1-4825-aa95-28c35ae1dbad
brandon bailey,Lagos,Camera,48,268318.42,12879284.16,24-06-2024,Direct,a520c3d0-fbcd-4f5e-902f-34650b570720
shannon rivera,Benue,Headphones,57,295848.11,16863342.27,23-02-2025,Direct,f780ef2f-664d-4922-a590-fd3cad6ecc57
donna landry,Anambra,Tablet,48,141885.32,6810495.36,22-07-2024,Online,cbd5cc86-f739-46e9-94e3-8579c0afd193
frank cordova,Borno,Laptop,48,54404.41,2611411.68,22-07-2024,Wholesale,193e4783-02b3-4254-9b1f-2eb16e3255a8
jose travis,Niger,Phone,48,41060.95,1970925.6,22-07-2024,Direct,bf31c29f-82bb-4d84-b8d5-101f423cad9d
kimberly gutierrez,Imo,Headphones,48,192636.74,9246563.52,20-12-2024,Direct,b00ac64c-949c-48d4-8ed8-a80d84cfee39
isaiah avila,Cross River,Tablet,58,158687.85,9203895.3,27-10-2024,Retail,5fc64cd0-721e-4b1f-b895-89399342a09f
olivia harris,Oyo,Tablet,69,218922.21,15105632.49,22-07-2024,Wholesale,adf75924-c5b8-486b-b68b-4f7e64215e66
Unknown Name,Enugu,Keyboard,48,289152.88,13879338.24,18-10-2023,Direct,2697384d-801e-4690-b0c0-7fcc96add4df
tanya kim,Borno,Laptop,48,112651.05,5407250.4,24-09-2023,Direct,7b96e2d1-0649-4cf6-bf69-723d584fc85b
barbara dudley,Enugu,Keyboard,48,267454.41,12837811.68,22-07-2024,Online,eba900e1-6a7d-4d96-8ba1-72331ac3bf31
cynthia moore,Abuja,Tablet,48,134836.87,6472169.76,25-04-2024,Retail,d4d13d55-1db6-4844-95fa-9483f633cc2d
kristen davis,Plateau,Monitor,48,275175.97,13208446.56,19-03-2025,Wholesale,592c1107-2444-4301-baeb-286bf0d0270f
susan murray,Imo,Tablet,48,113560.16,5450887.68,30-03-2024,Online,c8c5eb2a-7490-4deb-97d3-37d34fd80bbb
kathleen moran,Abuja,Keyboard,48,24534.87,1177673.76,16-09-2024,Retail,592a3549-7ba1-49d0-8567-c80534f541c0
denise davenport,Sokoto,Keyboard,54,289261.24,15620106.96,22-07-2024,Wholesale,b8d49848-702b-449f-98fd-d2b979e5c9aa
katie suarez,Abuja,Phone,48,262428.84,12596584.32,16-02-2025,Retail,1132567c-51a4-4d2a-b3d3-9457b25f13df
desiree tyler,Plateau,Monitor,48,40330.45,1935861.6,31-10-2023,Wholesale,b5f59cb0-cf68-4878-8b70-59334cde1b6b
timothy romero,Cross River,Charger,48,258155.83,12391479.84,22-07-2024,Retail,57d3f4dd-d963-4c72-85c8-234b1d763a66
diane evans,Bauchi,Tablet,71,36030.63,2558174.73,20-10-2024,Direct,ccd015c1-ad59-40dd-9bff-3142a5e15b55
Unknown Name,Bauchi,Phone,48,297857.61,14297165.28,22-07-2024,Direct,bd90b81a-fbe0-46b8-ae0f-65a82a131c1f
yvonne burns,Kaduna,Laptop,48,118221.06,5674610.88,17-05-2024,Direct,8d49fe3f-2ca8-4783-8418-2d353e711433
joshua reed,Abuja,Camera,11,38640.45,425044.95,22-07-2024,Direct,6d268b37-8f52-42d3-94bb-bcf828fea761
kimberly gibson,Bauchi,Phone,48,293627.95,14094141.6,22-07-2024,Retail,cc39b925-3b5a-4288-b649-2e64f55dce6d
colin terry,Kano,Tablet,66,250529.07,16534918.62,15-08-2023,Direct,2fb70dab-2f38-4b43-a137-f8e467b13040
cynthia rowe,Kaduna,Phone,56,158687.85,8886519.6,22-07-2024,Direct,6544e313-6ea0-4d13-a845-54c3a3f66c61
patrick thornton,Kano,Headphones,48,226975.73,10894835.04,25-10-2023,Direct,e212ab7c-9d36-4cb6-bcc5-7be00779250a
jasmin alvarado,Katsina,Keyboard,45,293557.96,13210108.2,15-01-2025,Retail,6df72cd3-979a-4051-b317-591a3283daa4
veronica simpson,Kano,Keyboard,54,139169.67,7515162.18,25-03-2024,Direct,36fce0ac-b469-4db3-8123-a348638abdf6
shelly alexander,Benue,Headphones,48,127526.34,6121264.32,22-07-2024,Retail,b4299924-c098-4750-8741-9b4834ae4abd
joyce bowen,Rivers,Monitor,50,114093.3,5704665.0,17-08-2024,Direct,93cd1291-1004-4d82-8bc7-2f1acf08ea54
matthew moore,Plateau,Keyboard,48,69284.39,3325650.72,29-06-2024,Retail,89718eea-df3a-498a-8cac-2fb51a0c6c04
Unknown Name,Delta,Laptop,48,138457.27,6645948.96,22-07-2024,Direct,327375bf-5373-4f4d-9da4-9cb92fdc9992
wayne morgan,Plateau,Keyboard,48,46958.85,2254024.8,23-10-2024,Wholesale,abb316a7-4329-4780-9d2c-272175220646
marie christian,Katsina,Charger,48,158687.85,7617016.8,22-07-2024,Retail,f7464c02-8718-44c1-bd4e-d26edcd5bfae
shannon james,Abuja,Monitor,19,56949.9,1082048.1,14-08-2024,Retail,637ddcd6-98d3-448b-903b-4078a39c9ec6
nathan malone,Katsina,Charger,48,262624.85,12605992.8,27-10-2023,Wholesale,1d3e503a-9645-40e4-a47d-c3929c7eb575
amanda jones,Kano,Charger,48,229764.23,11028683.04,21-03-2024,Direct,753659ef-d873-4ad9-9a1b-af0e591196dc
tammie bright,Niger,Laptop,48,10149.09,487156.32,22-07-2024,Direct,ac7051d1-d051-467f-ac2a-c34b9e0b7b01
jessica garcia,Plateau,Headphones,48,198229.21,9515002.08,29-10-2024,Online,eb2ec80e-4c25-4823-8cf4-ffb0b4bba73f
shelia wallace,Plateau,Charger,79,184669.5,14588890.5,14-03-2024,Wholesale,ac0f6801-15b2-4e1d-9715-46339d4edb71
stephanie williams,Bauchi,Monitor,11,280903.26,3089935.86,14-11-2023,Online,3d131a3d-1e2c-4e7d-902c-f0ee224a66a6
joseph knight,Anambra,Tablet,48,72579.56,3483818.88,31-10-2024,Retail,5f90fc87-2edc-417e-9df0-5d184e2d6255
carolyn miller,Enugu,Monitor,48,158687.85,7617016.8,22-07-2024,Retail,63725424-82c5-4b21-a430-12dab1850eb8
Unknown Name,Sokoto,Phone,48,20653.63,991374.24,25-04-2025,Direct,93267d25-234b-4562-98af-5cca6b11b7cb
lisa allen,Delta,Keyboard,48,178386.27,8562540.96,28-02-2024,Direct,7c966b55-2f8d-4ded-ac4c-450b623ad0fc
briana murray,Anambra,Laptop,48,134209.1,6442036.8,14-10-2024,Direct,eb4e2281-b184-41fc-8991-b01aa2b03c4b
david smith,Benue,Charger,16,201771.08,3228337.28,28-03-2024,Direct,2c591da8-fff9-4acf-ae42-05eea52fc3ec
stephanie byrd,Oyo,Tablet,48,261727.62,12562925.76,22-07-2024,Direct,49f1137d-7d59-4e19-aab7-b2ef8e0ec033
jeremy reed,Borno,Charger,48,73797.88,3542298.24,14-04-2025,Direct,d78c57d3-5088-40d3-afe5-b14023ea7956
margaret coleman,Ekiti,Laptop,59,13748.9,811185.1,22-07-2024,Direct,dd92dd7c-0db9-47a9-9e91-a71c7374ccbf
ryan gonzalez,Sokoto,Monitor,48,131969.36,6334529.28,27-08-2024,Direct,7c0f549d-0274-4f73-b3ab-ea0d5be9fdb3
john young,Kano,Phone,48,162158.06,7783586.88,25-07-2024,Direct,624a2a50-d0b1-4de0-b1f3-f0c022f3f068
laura haney,Lagos,Keyboard,48,158687.85,7617016.8,22-07-2024,Retail,a72f947d-8164-42cb-8fc3-d7d3f6bd80c7
william barrett,Ekiti,Monitor,48,226438.52,10869048.96,20-09-2024,Online,7de1bf5d-af48-47f0-a8bd-075b7eb6581e
amber obrien,Plateau,Camera,48,42470.6,2038588.8,13-07-2024,Online,71a0449d-d703-462f-b5cb-e3f56a66c184
Unknown Name,Rivers,Charger,55,298048.29,16392655.95,22-07-2024,Retail,90bde900-1529-46f5-aad1-1fe87d1b695e
tanner mitchell,Kano,Keyboard,48,70631.37,3390305.76,23-07-2023,Wholesale,38749f3c-c2d4-4b56-8bbe-d98007e67cb0
heather fields,Imo,Keyboard,48,274960.91,13198123.68,22-04-2024,Online,398f569b-465c-42cb-885e-b4894ac66780
megan le,Enugu,Phone,54,173045.05,9344432.7,24-03-2024,Wholesale,c7de96ea-2b0f-4e44-89e6-4c2289a0b7eb
sara fuller,Bauchi,Camera,48,173453.71,8325778.08,15-12-2024,Retail,c5c5ae8a-be15-4d12-90ce-77e9751303b9
maria parker,Anambra,Tablet,48,231875.19,11130009.12,22-07-2024,Direct,82c42e48-8cba-4ae5-becc-daf4c4134dc2
kevin oconnor,Oyo,Headphones,47,158687.85,7458328.95,29-05-2024,Wholesale,44945e09-1d3c-45a4-929d-63771cfb655f
edward burgess,Osun,Tablet,48,245605.56,11789066.88,22-07-2024,Retail,fdab3441-d2c2-4960-8b09-01abc66dceb3
carlos ryan,Kano,Keyboard,48,71452.76,3429732.48,22-07-2024,Direct,c1bcbe59-d296-412d-8ac3-5ac45deaa737
kiara mcintyre,Delta,Keyboard,71,262939.37,18668695.27,20-03-2025,Direct,70fd6672-b80f-46c5-828f-a16b0aa6fcb9
dawn summers,Osun,Laptop,48,295715.82,14194359.36,22-07-2024,Direct,6cd6f011-fd61-413b-b7f2-5d368bddcee3
paul morgan,Borno,Phone,48,156614.69,7517505.12,24-01-2025,Direct,a757075b-d47f-43b1-bc69-c1551a37f6bd
Unknown Name,Ekiti,Headphones,48,82908.6,3979612.8,26-12-2024,Online,dff389aa-4c36-470c-bf5e-3b8cc0582da5
shannon ramsey,Imo,Tablet,48,167237.08,8027379.84,22-07-2024,Direct,4347dbca-7321-48b2-8840-405affd2f491
tracy ballard,Borno,Phone,48,177704.3,8529806.4,31-07-2023,Online,164484a0-d115-4fff-9cb9-1d5f593c572b
richard smith,Katsina,Monitor,48,158687.85,7617016.8,16-10-2024,Wholesale,1e0d02b5-fe74-42cd-9d83-ad037066e289
jordan chambers,Bauchi,Laptop,48,220696.03,10593409.44,13-07-2024,Direct,35ba9357-3ca8-4f31-8fd7-f3b9c68fcba5
lauren carson,Lagos,Camera,48,52952.39,2541714.72,22-07-2024,Wholesale,b06b0f0c-9682-4e22-bcd4-344fcf8a368e
ashley hall,Imo,Laptop,48,203785.66,9781711.68,22-07-2024,Direct,9c3a1e0b-b5f3-48aa-9c6d-afff59c2f153
stephen hoffman,Borno,Keyboard,18,166977.27,3005590.86,22-07-2024,Online,9dbc15c0-2a7d-457c-ad9c-5b50a1fd4187
connie brown,Rivers,Laptop,48,14541.79,698005.92,22-07-2024,Direct,d0437e4c-34e5-4699-88eb-e27a23a4e70e
susan turner,Oyo,Headphones,48,103652.24,4975307.52,22-07-2024,Direct,91f0647d-0f32-4333-8e31-593734fa32b6
charles shah,Anambra,Keyboard,48,193173.16,9272311.68,22-07-2024,Retail,98cbaa52-47f5-4019-8843-8de259cf0b0d
johnathan davis,Rivers,Tablet,48,114655.81,5503478.88,22-07-2024,Direct,fa9fc10e-52da-4681-ab1a-c76c89ecbc51
brandy chavez,Rivers,Tablet,48,157576.69,7563681.12,21-01-2025,Online,929ecc92-4a11-4e44-8aea-1b8fb43cde0a
natalie bautista,Oyo,Keyboard,48,209044.37,10034129.76,22-07-2024,Wholesale,83b0b35c-dba6-4df8-b3d0-4ffb44709848
patrick moore,Anambra,Keyboard,48,122773.62,5893133.76,18-07-2024,Online,d0afb235-ade6-4f51-a670-93a0fc48f615
brett burns,Borno,Camera,48,90316.6,4335196.8,20-11-2023,Direct,c0062b5b-f678-49b2-a2b5-f4571860ad28
trevor johnson,Katsina,Keyboard,26,55571.75,1444865.5,21-08-2024,Wholesale,0f2d5c15-eb34-4d3a-a95e-5ea9c9230c64
jeremy sampson,Enugu,Headphones,26,161609.52,4201847.52,22-07-2024,Wholesale,a7e8d18e-ddf6-44ac-86fe-acd4fe1393cd
ariana jennings,Sokoto,Monitor,48,72669.97,3488158.56,21-01-2025,Online,21f8072d-ddb7-470e-b390-b059207bbe21
vanessa howard,Enugu,Camera,48,67990.69,3263553.12,22-07-2024,Direct,5274ee11-b61d-4906-a570-35db3fead90a
colton martinez,Anambra,Headphones,48,257333.6,12352012.8,22-07-2024,Online,d7f34368-c2ef-4ecb-bf5f-bf4fd4176230
jordan bates,Bauchi,Laptop,33,43733.35,1443200.55,24-04-2025,Retail,24655c39-7d4d-4add-a488-0945ad1db537
linda smith,Cross River,Tablet,48,158687.85,7617016.8,22-07-2024,Retail,a0b85755-44ca-45a2-a1e5-18a293d228d4
dana martinez,Anambra,Monitor,48,139176.04,6680449.92,22-07-2024,Direct,135508d0-73b5-4ad5-a00b-4b356a0aa7d5
andrea hubbard,Abuja,Charger,46,17758.37,816885.02,22-07-2024,Wholesale,c4d598f7-e14f-4093-8b6a-d0c7a2356dd4
Unknown Name,Kano,Tablet,48,124096.91,5956651.68,20-12-2024,Direct,bff30c8d-83ff-4e96-a721-3a7017d50f59
charles lester,Anambra,Tablet,48,159232.55,7643162.4,22-07-2024,Retail,e097dedb-efb3-4939-b1d8-18874739cc7b
scott thomas,Abuja,Tablet,48,116831.51,5607912.48,27-09-2024,Direct,7cf07bb3-f343-49eb-b466-ef025e7b72c8
david thompson,Lagos,Keyboard,48,76871.2,3689817.6,22-07-2024,Retail,de70bd30-00a2-4367-94fb-09f053c93ae7
allison smith,Sokoto,Headphones,44,99413.77,4374205.88,22-07-2024,Retail,17d821b8-bb93-4d40-98df-f535c62dbaea
cynthia morris,Oyo,Keyboard,48,24181.59,1160716.32,22-07-2024,Retail,a284e8fd-755c-4e2a-b8de-d777bb1e5ae8
anthony harmon,Anambra,Keyboard,48,158687.85,7617016.8,25-07-2023,Online,d9a09007-5bb4-4c18-b281-87c4aa055442
nichole alvarez,Kaduna,Charger,48,135211.15,6490135.2,17-06-2024,Direct,65d0b517-88d0-4abd-8bb1-8c791036708d
kayla rodriguez,Ekiti,Charger,48,111637.71,5358610.08,22-07-2024,Wholesale,d3293724-6dfd-471a-b7d7-465d37c3b3c9
theresa williams,Imo,Monitor,55,160922.84,8850756.2,31-05-2024,Direct,52a74a41-44be-4486-bea5-a387363be5cb
sharon boyd,Niger,Keyboard,48,248907.18,11947544.64,22-07-2024,Wholesale,8c1c8b05-5677-4f36-8899-8e5fd40e53ce
victor brown,Imo,Charger,48,15935.22,764890.56,26-05-2024,Direct,da385db5-90ee-4067-a16e-9fe593f37596
Unknown Name,Lagos,Camera,48,113461.81,5446166.88,28-12-2024,Direct,e4e751de-57ff-41d9-89ce-44bd7c3f1add
james parks,Rivers,Camera,14,181688.35,2543636.9,16-12-2023,Retail,0bc2ea72-0c64-4ca2-8323-1466aebbb90e
ana hill,Oyo,Camera,48,22298.91,1070347.68,22-07-2024,Wholesale,d6321d31-c8ac-4fcf-a04d-4d14197dbae1
kimberly nguyen,Imo,Monitor,48,158687.85,7617016.8,22-07-2024,Wholesale,edef5003-1fce-41e3-842b-03ca75a72686
kerry chavez,Abuja,Phone,48,241492.86,11591657.28,27-10-2024,Direct,74de5f70-70f8-4dba-a871-9b9bdb8f0e32
michael farrell,Osun,Charger,48,176481.31,8471102.88,24-06-2025,Wholesale,6d84414d-f541-41ea-bde9-1c42002c4c22
patricia le,Plateau,Keyboard,48,201599.43,9676772.64,22-07-2024,Direct,e8cee951-b047-4ea4-bee5-ce6933cb202e
jesse perez,Imo,Monitor,58,65496.45,3798794.1,18-05-2025,Online,4d470ed6-a666-4769-a1d4-6f8221c50e41
jesse perry,Oyo,Monitor,48,63062.28,3026989.44,29-04-2025,Retail,e0688849-eec7-4a30-9fda-35b228b2bf21
jeffery ortega,Niger,Headphones,48,272156.33,13063503.84,22-07-2024,Direct,5c457e4d-a793-43b8-97e5-2113462623be
christian leblanc,Oyo,Keyboard,48,91304.81,4382630.88,25-01-2025,Online,aa1d3fc6-5f31-473d-9519-830c40198303
ronald davis,Abuja,Phone,8,272743.75,2181950.0,28-08-2023,Wholesale,0d41ee47-2a5f-4a18-a61f-0b96e75f745a
Unknown Name,Borno,Headphones,48,63936.43,3068948.64,22-07-2024,Retail,b9da5f8c-4e35-4a80-a027-9a186576a410
parker cain,Osun,Charger,48,158687.85,7617016.8,26-10-2023,Retail,6de21429-3bf0-49c1-8156-e501b30e96e8
laurie hoffman,Abuja,Laptop,48,57412.1,2755780.8,16-08-2024,Retail,185df528-b425-4e19-9758-d47ea7cde143
nicole parrish,Enugu,Laptop,4,224190.33,896761.32,18-09-2024,Wholesale,13f3cade-7a10-413f-b6a2-c52b00473139
tracy burke,Delta,Keyboard,48,226422.06,10868258.88,19-03-2024,Retail,84fa4c72-39e7-44f1-97fb-613a21f89d06
kenneth lewis,Rivers,Phone,57,274375.17,15639384.69,22-07-2024,Direct,02106371-0260-4123-b1ef-e72aae13591e
courtney rodriguez,Osun,Headphones,17,208840.07,3550281.19,16-07-2024,Direct,1edf3bfa-d12e-4eb5-97f4-79b5b212a6ee
holly farmer,Imo,Monitor,48,211278.69,10141377.12,22-08-2024,Retail,b1ac040d-6c1c-4405-9c3f-42e0fcf7b842
renee bruce,Niger,Headphones,48,119291.3,5725982.4,28-04-2024,Direct,3a9c4308-1221-4ddf-ba4a-902f21d63b0f
sabrina austin,Katsina,Laptop,48,72179.62,3464621.76,22-07-2024,Wholesale,ce532ffd-bb13-4f02-96de-66c96210def6
allison hickman,Oyo,Keyboard,48,158687.85,7617016.8,22-11-2023,Direct,5e1885c3-5037-4d6b-9a6b-6a7d1a38aad6
debra white,Delta,Tablet,48,96823.7,4647537.6,22-07-2024,Direct,61fa01ba-231a-47c7-8c9b-ff5ce1887eaf
Unknown Name,Kaduna,Charger,48,85276.23,4093259.04,18-06-2025,Direct,dfdf0e05-c0ce-431b-9038-e153c601818b
ellen morgan,Kaduna,Monitor,48,140142.01,6726816.48,28-08-2024,Online,ad58db1b-fe31-437a-a43e-558c2215df00
sergio knight,Niger,Laptop,98,194792.04,19089619.92,22-07-2024,Online,9033da65-87cf-43fd-9183-6c4f249204c7
charles schultz,Lagos,Charger,74,92872.47,6872562.78,22-07-2024,Direct,2a038ad4-a667-4982-9c3d-e1b0022b6683
glen wood,Sokoto,Charger,48,264902.18,12715304.64,16-12-2024,Wholesale,368acd40-b8f1-4e3c-99e7-703a70aa5b0d
paula bradley,Niger,Keyboard,48,140068.22,6723274.56,22-07-2024,Wholesale,eb7e2e64-26c0-447e-bf8e-8bfaa0c9da72
anthony moore,Delta,Phone,32,240943.58,7710194.56,14-05-2025,Direct,714011a1-afc2-4cfc-9db7-284b6965d1d1
megan nelson,Anambra,Laptop,48,158687.85,7617016.8,20-01-2025,Direct,e5871d89-1631-4fc6-b79d-58f9dc268108
karla ramos,Kaduna,Camera,48,216862.87,10409417.76,20-12-2024,Wholesale,1f873b46-c0a0-473a-a3d7-e6a119b814fc
paul wilson,Rivers,Tablet,48,228607.88,10973178.24,21-11-2024,Direct,59fe3d53-624f-4a4b-bae1-e13796ee50e5
douglas gregory,Benue,Camera,72,96409.87,6941510.64,26-03-2025,Online,ca840003-5083-4fef-adec-6bbdf69777a1
andrew foster,Abuja,Laptop,48,61336.68,2944160.64,30-12-2024,Online,a505da9c-46e7-4a2c-bf6e-ed9d23cbe943
Unknown Name,Cross River,Monitor,48,94220.14,4522566.72,22-07-2024,Direct,99db1302-8dab-46d3-bf87-dfc2159152f2
aimee turner,Delta,Laptop,48,14191.78,681205.44,26-10-2024,Wholesale,48f091f0-9b8b-48ae-b89f-3a92999a1d86
chad scott,Enugu,Laptop,48,259293.41,12446083.68,21-07-2024,Online,06ddf6ca-b0c3-4a59-b0f7-ad22c76a8e0f
adam burgess,Ekiti,Keyboard,63,222505.09,14017820.67,22-07-2024,Direct,e03635fc-a88d-4108-98d9-94b8d90f74e9
james padilla,Osun,Headphones,16,5357.86,85725.76,18-01-2024,Direct,9b5f8f39-848b-44f0-b498-17354d38e415
scott williams,Delta,Phone,48,166216.81,7978406.88,16-09-2024,Direct,6449cb6f-bf72-4e52-b04b-237082701238
thomas atkins,Delta,Phone,57,175417.55,9998800.35,27-02-2024,Retail,c8a738ab-0df8-4e12-a56b-61e04ba8a4ca
laura mckinney,Lagos,Charger,48,216143.58,10374891.84,22-07-2024,Direct,3d4574eb-f465-4a21-8b35-097ae5dd98f1
brian smith,Enugu,Phone,48,88910.09,4267684.32,27-02-2024,Wholesale,3db788a6-1cdc-44c2-a2c9-65b27eb0f62a
robert montgomery,Benue,Tablet,91,59259.44,5392609.04,28-02-2025,Wholesale,122dd7be-980b-481e-a359-5d1f7fe4a42e
tamara davis,Sokoto,Charger,48,69390.58,3330747.84,20-02-2024,Wholesale,0316d2d6-fa4a-48ef-a383-7348873dc8bd
dana chapman,Anambra,Charger,48,171151.96,8215294.08,22-07-2024,Wholesale,51045a16-ef15-4b72-9c70-ee97fca45567
Unknown Name,Kano,Monitor,48,74096.14,3556614.72,18-12-2023,Direct,d6c6f45c-dc5e-4e78-a307-d4d121c9a15d
jennifer collins,Anambra,Headphones,48,165417.44,7940037.12,28-12-2024,Direct,8bde005b-5d8b-4bd7-abbd-b66f91816091
gary jackson,Osun,Camera,82,158687.85,13012403.7,22-07-2024,Retail,78946a15-c342-41db-ac3a-acdcaed54a46
ashley hicks,Bauchi,Monitor,48,283067.63,13587246.24,24-07-2024,Direct,12af97e4-c536-466e-bcc4-091bf45707c6
hannah luna,Benue,Headphones,29,101600.5,2946414.5,13-03-2024,Direct,0387f74d-1149-4096-965d-744f0445c1a8
robin young,Imo,Headphones,26,229126.51,5957289.26,17-07-2024,Wholesale,ec2e2815-0a32-47d2-b73a-edf8431e930f
mary thompson,Lagos,Laptop,48,217205.6,10425868.8,18-09-2024,Online,65e1b0f5-ca0e-48c4-b2dc-b12b0f7ae302
kathleen webster,Rivers,Monitor,48,222008.43,10656404.64,22-07-2024,Online,b66edbf4-a0ea-4251-8957-43a281b13b80
joann glass,Anambra,Camera,48,138518.29,6648877.92,22-07-2024,Direct,6c6f6d2e-6a59-4043-8461-52348044beb2
madison weber,Kaduna,Keyboard,71,219965.28,15617534.88,19-03-2025,Online,a3fa4069-1519-4d38-a6fb-a71db3a9dcaa
lori hernandez,Plateau,Headphones,79,105976.76,8372164.04,21-01-2025,Online,271610c1-9db5-4283-89a3-c811895c4fde
jeremy turner,Anambra,Camera,48,158687.85,7617016.8,22-07-2024,Retail,143ac1c5-4f56-4ed5-9566-9e364708203b
Unknown Name,Abuja,Keyboard,48,42417.58,2036043.84,19-02-2024,Direct,f96c9a0a-3404-402a-abc1-bb5282e4dd4a
anthony romero,Rivers,Tablet,48,164190.63,7881150.24,13-10-2023,Direct,53a5e850-8950-4dd6-a7c6-cbb1cedd069d
