,Unnamed: 0,Customer Name,State,Product,Units Sold,Unit Price,Total Sale,Sale Date,Sales Channel,Order ID
202,202,Unknown Name,Plateau,Charger,48,78835.17,3784088.16,2024-07-22,Wholesale,9aec56a8-5731-4609-9375-ee90d6b361e4
203,203,alexander collins,Imo,Headphones,65,108185.85,7032080.25,2024-07-22,Direct,9879cf35-f471-4986-9d26-4599c4dd8df5
204,204,tina sanders,Delta,Tablet,48,71272.62,3421085.76,2024-10-30,Online,
205,205,angela vaughn,Plateau,Phone,58,200501.94,11629112.52,2024-05-30,Online,538d6b8c-c607-41e9-b80b-2cea658e54a2
206,206,ashley barton,Delta,Headphones,48,139885.8,6714518.4,2024-01-19,Retail,c8969c5b-45f8-428d-a255-e1bb07958c1f
207,207,lindsay martinez,Lagos,Tablet,37,48335.19,1788402.03,2025-05-13,Wholesale,3a67470c-7d98-402f-b357-41e5fe1a1ba9
208,208,hannah patterson,Kano,Phone,83,158687.85,13171091.55,2024-07-22,Wholesale,601bfbcb-f0ee-4cce-8d93-e14a5b167158
209,209,jonathan peterson,Abuja,Phone,48,205979.05,9886994.4,2024-07-22,Wholesale,95fbe976-ae00-4b7e-af8c-83e56e8d9644
210,210,samantha garcia,Delta,Tablet,48,276970.25,13294572.0,2024-07-22,Direct,c5acc354-15f0-4cb4-a14c-721da921cb4c
211,211,madison poole,Kano,Headphones,48,266396.52,12787032.96,2024-03-21,Retail,3f175534-cc4d-4819-8b9d-fd589e5d9c7a
212,212,jessica gross,Abuja,Keyboard,48,231067.39,11091234.72,2024-07-22,,4499d0a6-1500-4170-92d1-5585b68e47fa
213,213,debra morton,Sokoto,Laptop,48,207241.97,9947614.56,2024-07-22,Direct,c8ad0899-b630-494d-a147-adeb277b0667
214,214,karen graham,Kano,Phone,48,191794.04,9206113.92,2025-01-21,Wholesale,63be441d-bd5a-4c9e-a77e-b0aaa247541d
215,215,Unknown Name,Bauchi,Tablet,48,282220.37,13546577.76,2024-07-22,Direct,176de21f-1b46-4bdc-9c56-d9bc5111d31d
216,216,debra christian,Delta,Keyboard,48,110579.4,5307811.2,2024-07-22,Online,71da35b9-4eea-4db8-b165-d77901547950
217,217,angelica keith,Anambra,Keyboard,65,66644.35,4331882.75,2025-02-22,Direct,1a2bd69c-450f-49ee-82e7-9a985c238d8d
218,218,john bishop,Cross River,Keyboard,48,158687.85,7617016.8,2024-07-22,Direct,
219,219,allen rosales,Enugu,Charger,48,287229.48,13787015.04,2024-07-22,Wholesale,6e54ac6d-2ff8-487e-9659-1c8921ebfaa9
220,220,daniel salinas,Imo,Headphones,92,143715.48,13221824.16,2024-08-13,Online,832f52c4-8e03-40cf-8e96-922772e76b51
221,221,spencer haynes,Oyo,Phone,48,136766.11,6564773.28,2024-07-22,Wholesale,16f142a2-06b9-49aa-9a71-67c768759545
222,222,adam vaughan,Plateau,Tablet,23,296656.97,6823110.31,2024-07-22,Online,98d00c2c-17d3-4f32-8de1-596c5a9a206a
223,223,nathan freeman,Plateau,Keyboard,48,112400.64,5395230.72,2025-05-23,Online,dd1ca267-530d-4da6-88d0-f9e5991965ea
224,224,melissa brewer,Cross River,Laptop,48,210731.25,10115100.0,2024-07-22,Online,69ef74e3-4ab6-421c-8328-c136629ef3d8
225,225,ricky davis,Delta,Laptop,48,273882.67,13146368.16,2024-07-31,Wholesale,b98f5dbe-15ae-4e0f-8777-a07f6346d4ef
226,226,elizabeth perkins,Cross River,Monitor,79,227326.48,17958791.92,2023-07-29,Online,fe2390f3-e7bb-4efc-8f3d-c97fe6b0da0a
227,227,joseph coleman,Niger,Keyboard,48,240697.5,11553480.0,2023-09-18,Retail,85671b58-926b-4fa5-be24-5fbffa698cd2
228,228,Unknown Name,Enugu,Laptop,48,158687.85,7617016.8,2024-07-22,Retail,2b64777c-6177-4771-af70-de702b69c95e
229,229,erin warner,Rivers,Phone,48,247768.25,11892876.0,2024-07-22,,44b64ec1-4d16-4049-84d7-df9a238b05b7
230,230,david martinez,Rivers,Headphones,48,228676.96,10976494.08,2024-06-30,Retail,2ace1aa9-1032-46b3-a55b-fc1c7e3d5ee4
231,231,bryan herrera,Niger,Headphones,48,204262.41,9804595.68,2024-01-13,,4cbc9044-6bcd-4ce7-86a5-6fe86f46f1b1
232,232,cathy robinson,Osun,Tablet,48,178946.43,8589428.64,2023-12-25,Retail,
233,233,william warren,Niger,Laptop,48,236317.52,11343240.96,2024-07-22,Wholesale,5c72aebd-13b1-4e59-885c-d7147bf69552
234,234,brian lee,Niger,Camera,48,157889.24,7578683.52,2024-07-22,,b88cddde-3f20-46c2-b1b8-8d65406f64d6
235,235,christopher smith,Ekiti,Laptop,48,158687.85,7617016.8,2023-08-17,Direct,9dde0188-9803-422e-beec-e88da002352a
236,236,denise mccann,Abuja,Monitor,48,108854.57,5225019.36,2023-08-19,Direct,22af711f-1b62-4a9d-b536-6b9f320f72c0
237,237,melissa martinez,Rivers,Camera,48,275214.79,13210309.92,2024-02-14,Retail,654c11d9-f2e6-4828-81bb-819c4dfe1117
238,238,katherine salas,Abuja,Monitor,78,158687.85,12377652.3,2024-07-29,Direct,614077d3-9ec4-4a48-9773-f98d550c2fe9
239,239,julie alexander,Benue,Keyboard,43,34106.53,1466580.79,2024-10-17,Retail,70b27304-545c-488d-9cb9-075ecdd7f460
240,240,anthony everett,Sokoto,Keyboard,48,248717.83,11938455.84,2025-05-26,Retail,d2d33488-d0c3-4018-ae3c-dd4f55b145e4
241,241,Unknown Name,Rivers,Tablet,48,270915.0,13003920.0,2025-04-25,Direct,982a2277-f966-459f-a6aa-59e5dc08bf29
242,242,rodney morales,Delta,Monitor,48,61045.96,2930206.08,2024-11-30,Direct,9a6c0db9-5217-4c88-8ce9-53a722d90db3
243,243,mark brown,Enugu,Tablet,48,161229.72,7739026.56,2024-12-14,Online,7aa061e9-336b-40cb-b1fe-ad13f280df1d
244,244,justin torres,Enugu,Phone,51,49778.88,2538722.88,2024-07-22,,65f30779-f6ee-4cdb-ad79-a2d1506e50c7
245,245,bailey duran,Imo,Laptop,48,256418.56,12308090.88,2024-02-17,Retail,bc20b9f2-4a9c-489e-91b3-0182f7fe604f
246,246,courtney mills,Ekiti,Camera,48,132831.25,6375900.0,2024-08-30,Direct,
247,247,jeremy dalton,Oyo,Camera,48,204248.42,9803924.16,2023-07-17,,f7bf5244-7db2-47aa-a205-e54fb1e8c09d
248,248,elizabeth oliver,Niger,Tablet,48,158687.85,7617016.8,2025-04-29,Direct,536d47d7-3e0f-44ce-882f-78fd936cd31c
249,249,theresa clark,Kaduna,Laptop,48,215216.93,10330412.64,2024-07-22,Direct,c92e8c93-d105-48d6-87c1-c01760452909
250,250,matthew moore,Anambra,Headphones,48,146903.98,7051391.04,2024-07-22,Online,ee9bf3e1-1d27-409a-9d71-a89864976593
251,251,benjamin smith,Ekiti,Camera,48,269717.36,12946433.28,2023-10-23,Retail,ff4cc10f-979c-40cf-b326-1887905881df
252,252,kirk carter,Delta,Headphones,48,133922.07,6428259.36,2025-05-26,Retail,c4829b71-ae84-481c-ae0f-b5b38bae591e
253,253,michael warner,Kano,Laptop,48,17162.92,823820.16,2024-07-22,Wholesale,ba2aa7ba-f3f8-4c31-86e3-f9498cd34c62
254,254,Unknown Name,Ekiti,Headphones,48,40017.33,1920831.84,2025-01-26,Online,35ab8466-b557-4b00-b166-cdcf762cdfbc
255,255,michael bradshaw,Imo,Phone,48,124919.66,5996143.68,2024-04-20,,d4cee27c-4a94-4e9f-8c35-1e4f703e957f
256,256,lori guerrero,Rivers,Monitor,40,169391.4,6775656.0,2025-02-23,Online,d908a121-d1a7-4a20-91b4-61e9b15da72d
257,257,jessica stephens,Abuja,Keyboard,48,167859.76,8057268.48,2024-05-19,,ac484366-68bd-40d7-8b88-1c32cbb02a8b
258,258,susan serrano,Imo,Keyboard,48,158687.85,7617016.8,2024-04-20,Retail,4d8670bd-a222-4f96-a3a1-3e207fd255ee
259,259,christopher parker,Lagos,Tablet,25,201993.93,5049848.25,2023-08-15,Wholesale,2775ee42-a89e-42f2-80af-bf3f3df51967
260,260,laura roberts,Kano,Phone,18,92796.78,1670342.04,2024-05-17,Wholesale,
261,261,michael lyons,Delta,Camera,48,7020.25,336972.0,2023-08-19,Retail,6082786f-ca00-4f58-ac52-1d13b719bb68
262,262,kathryn snyder,Kaduna,Tablet,48,76709.94,3682077.12,2024-09-25,Direct,9912316a-fd9e-4e20-b2f6-095812ef6101
263,263,andrew reynolds,Niger,Tablet,48,1403.13,67350.24,2024-09-19,Online,88cc4d49-669b-49b8-950d-f1a07aaf2001
264,264,david davis,Cross River,Keyboard,48,65761.44,3156549.12,2024-07-22,Wholesale,dea050c6-eb9e-4274-ac6a-37ad81b15db9
265,265,sara johnston,Cross River,Laptop,48,22372.34,1073872.32,2024-04-17,Direct,09697101-8b2c-450a-ab15-c11bb113d50b
266,266,yvonne chambers,Enugu,Camera,48,127397.37,6115073.76,2024-07-22,,b39e4df2-5c0a-4feb-b7ea-e66eca6caf9b
267,267,Unknown Name,Benue,Tablet,48,210265.27,10092732.96,2024-02-20,Wholesale,98049562-8972-4bbd-8ff2-b1c4e53f9644
268,268,andrew avila,Abuja,Camera,49,158687.85,7775704.65,2024-07-22,,1bffa279-15c1-404f-aa16-3354a35fc9c1
269,269,matthew moon,Kaduna,Monitor,21,162578.47,3414147.87,2024-07-22,Direct,aa2960fd-a858-44df-bf8c-1097c4da2c2e
270,270,kevin walters,Benue,Laptop,48,18546.56,890234.88,2024-07-22,,9cd8758b-a5a1-4825-aa95-28c35ae1dbad
271,271,brandon bailey,Lagos,Camera,48,268318.42,12879284.16,2024-06-24,Direct,a520c3d0-fbcd-4f5e-902f-34650b570720
272,272,shannon rivera,Benue,Headphones,57,295848.11,16863342.27,2025-02-23,,f780ef2f-664d-4922-a590-fd3cad6ecc57
273,273,donna landry,Anambra,Tablet,48,141885.32,6810495.36,2024-07-22,Online,cbd5cc86-f739-46e9-94e3-8579c0afd193
274,274,krista gibson,Ekiti,Headphones,48,86483.67,4151216.16,2024-02-13,Wholesale,
275,275,frank cordova,Borno,Laptop,48,54404.41,2611411.68,2024-07-22,Wholesale,193e4783-02b3-4254-9b1f-2eb16e3255a8
276,276,jose travis,Niger,Phone,48,41060.95,1970925.6,2024-07-22,Direct,bf31c29f-82bb-4d84-b8d5-101f423cad9d
277,277,kimberly gutierrez,Imo,Headphones,48,192636.74,9246563.52,2024-12-20,,b00ac64c-949c-48d4-8ed8-a80d84cfee39
278,278,isaiah avila,Cross River,Tablet,58,158687.85,9203895.3,2024-10-27,Retail,5fc64cd0-721e-4b1f-b895-89399342a09f
279,279,olivia harris,Oyo,Tablet,69,218922.21,15105632.49,2024-07-22,Wholesale,adf75924-c5b8-486b-b68b-4f7e64215e66
280,280,Unknown Name,Enugu,Keyboard,48,289152.88,13879338.24,2023-10-18,,2697384d-801e-4690-b0c0-7fcc96add4df
281,281,tanya kim,Borno,Laptop,48,112651.05,5407250.4,2023-09-24,,7b96e2d1-0649-4cf6-bf69-723d584fc85b
282,282,barbara dudley,Enugu,Keyboard,48,267454.41,12837811.68,2024-07-22,Online,eba900e1-6a7d-4d96-8ba1-72331ac3bf31
283,283,cynthia moore,Abuja,Tablet,48,134836.87,6472169.76,2024-04-25,Retail,d4d13d55-1db6-4844-95fa-9483f633cc2d
284,284,kristen davis,Plateau,Monitor,48,275175.97,13208446.56,2025-03-19,Wholesale,592c1107-2444-4301-baeb-286bf0d0270f
285,285,susan murray,Imo,Tablet,48,113560.16,5450887.68,2024-03-30,Online,c8c5eb2a-7490-4deb-97d3-37d34fd80bbb
286,286,kathleen moran,Abuja,Keyboard,48,24534.87,1177673.76,2024-09-16,Retail,592a3549-7ba1-49d0-8567-c80534f541c0
287,287,denise davenport,Sokoto,Keyboard,54,289261.24,15620106.96,2024-07-22,Wholesale,b8d49848-702b-449f-98fd-d2b979e5c9aa
288,288,kristen reyes,Abuja,Laptop,48,158687.85,7617016.8,2024-04-19,Online,
289,289,katie suarez,Abuja,Phone,48,262428.84,12596584.32,2025-02-16,Retail,1132567c-51a4-4d2a-b3d3-9457b25f13df
290,290,desiree tyler,Plateau,Monitor,48,40330.45,1935861.6,2023-10-31,Wholesale,b5f59cb0-cf68-4878-8b70-59334cde1b6b
291,291,timothy romero,Cross River,Charger,48,258155.83,12391479.84,2024-07-22,Retail,57d3f4dd-d963-4c72-85c8-234b1d763a66
292,292,diane evans,Bauchi,Tablet,71,36030.63,2558174.73,2024-10-20,,ccd015c1-ad59-40dd-9bff-3142a5e15b55
293,293,Unknown Name,Bauchi,Phone,48,297857.61,14297165.28,2024-07-22,Direct,bd90b81a-fbe0-46b8-ae0f-65a82a131c1f
294,294,yvonne burns,Kaduna,Laptop,48,118221.06,5674610.88,2024-05-17,Direct,8d49fe3f-2ca8-4783-8418-2d353e711433
295,295,joshua reed,Abuja,Camera,11,38640.45,425044.95,2024-07-22,,6d268b37-8f52-42d3-94bb-bcf828fea761
296,296,kimberly gibson,Bauchi,Phone,48,293627.95,14094141.6,2024-07-22,Retail,cc39b925-3b5a-4288-b649-2e64f55dce6d
297,297,colin terry,Kano,Tablet,66,250529.07,16534918.62,2023-08-15,,2fb70dab-2f38-4b43-a137-f8e467b13040
298,298,cynthia rowe,Kaduna,Phone,56,158687.85,8886519.6,2024-07-22,Direct,6544e313-6ea0-4d13-a845-54c3a3f66c61
299,299,patrick thornton,Kano,Headphones,48,226975.73,10894835.04,2023-10-25,Direct,e212ab7c-9d36-4cb6-bcc5-7be00779250a
300,300,jasmin alvarado,Katsina,Keyboard,45,293557.96,13210108.2,2025-01-15,Retail,6df72cd3-979a-4051-b317-591a3283daa4
301,301,veronica simpson,Kano,Keyboard,54,139169.67,7515162.18,2024-03-25,Direct,36fce0ac-b469-4db3-8123-a348638abdf6
302,302,jonathan lawrence,Delta,Tablet,48,215868.65,10361695.2,2025-03-26,,
303,303,shelly alexander,Benue,Headphones,48,127526.34,6121264.32,2024-07-22,Retail,b4299924-c098-4750-8741-9b4834ae4abd
304,304,joyce bowen,Rivers,Monitor,50,114093.3,5704665.0,2024-08-17,,93cd1291-1004-4d82-8bc7-2f1acf08ea54
305,305,matthew moore,Plateau,Keyboard,48,69284.39,3325650.72,2024-06-29,Retail,89718eea-df3a-498a-8cac-2fb51a0c6c04
306,306,Unknown Name,Delta,Laptop,48,138457.27,6645948.96,2024-07-22,Direct,327375bf-5373-4f4d-9da4-9cb92fdc9992
307,307,wayne morgan,Plateau,Keyboard,48,46958.85,2254024.8,2024-10-23,Wholesale,abb316a7-4329-4780-9d2c-272175220646
308,308,marie christian,Katsina,Charger,48,158687.85,7617016.8,2024-07-22,Retail,f7464c02-8718-44c1-bd4e-d26edcd5bfae
309,309,shannon james,Abuja,Monitor,19,56949.9,1082048.1,2024-08-14,Retail,637ddcd6-98d3-448b-903b-4078a39c9ec6
310,310,nathan malone,Katsina,Charger,48,262624.85,12605992.8,2023-10-27,Wholesale,1d3e503a-9645-40e4-a47d-c3929c7eb575
311,311,amanda jones,Kano,Charger,48,229764.23,11028683.04,2024-03-21,Direct,753659ef-d873-4ad9-9a1b-af0e591196dc
312,312,tammie bright,Niger,Laptop,48,10149.09,487156.32,2024-07-22,,ac7051d1-d051-467f-ac2a-c34b9e0b7b01
313,313,jessica garcia,Plateau,Headphones,48,198229.21,9515002.08,2024-10-29,Online,eb2ec80e-4c25-4823-8cf4-ffb0b4bba73f
314,314,shelia wallace,Plateau,Charger,79,184669.5,14588890.5,2024-03-14,Wholesale,ac0f6801-15b2-4e1d-9715-46339d4edb71
315,315,stephanie williams,Bauchi,Monitor,11,280903.26,3089935.86,2023-11-14,Online,3d131a3d-1e2c-4e7d-902c-f0ee224a66a6
316,316,elaine brooks,Sokoto,Keyboard,33,266767.88,8803340.04,2024-07-22,Direct,
317,317,joseph knight,Anambra,Tablet,48,72579.56,3483818.88,2024-10-31,Retail,5f90fc87-2edc-417e-9df0-5d184e2d6255
318,318,carolyn miller,Enugu,Monitor,48,158687.85,7617016.8,2024-07-22,Retail,63725424-82c5-4b21-a430-12dab1850eb8
319,319,Unknown Name,Sokoto,Phone,48,20653.63,991374.24,2025-04-25,Direct,93267d25-234b-4562-98af-5cca6b11b7cb
320,320,lisa allen,Delta,Keyboard,48,178386.27,8562540.96,2024-02-28,,7c966b55-2f8d-4ded-ac4c-450b623ad0fc
321,321,briana murray,Anambra,Laptop,48,134209.1,6442036.8,2024-10-14,,eb4e2281-b184-41fc-8991-b01aa2b03c4b
322,322,david smith,Benue,Charger,16,201771.08,3228337.28,2024-03-28,Direct,2c591da8-fff9-4acf-ae42-05eea52fc3ec
323,323,stephanie byrd,Oyo,Tablet,48,261727.62,12562925.76,2024-07-22,Direct,49f1137d-7d59-4e19-aab7-b2ef8e0ec033
324,324,jeremy reed,Borno,Charger,48,73797.88,3542298.24,2025-04-14,Direct,d78c57d3-5088-40d3-afe5-b14023ea7956
325,325,margaret coleman,Ekiti,Laptop,59,13748.9,811185.1,2024-07-22,Direct,dd92dd7c-0db9-47a9-9e91-a71c7374ccbf
326,326,ryan gonzalez,Sokoto,Monitor,48,131969.36,6334529.28,2024-08-27,Direct,7c0f549d-0274-4f73-b3ab-ea0d5be9fdb3
327,327,john young,Kano,Phone,48,162158.06,7783586.88,2024-07-25,Direct,624a2a50-d0b1-4de0-b1f3-f0c022f3f068
328,328,laura haney,Lagos,Keyboard,48,158687.85,7617016.8,2024-07-22,Retail,a72f947d-8164-42cb-8fc3-d7d3f6bd80c7
329,329,william barrett,Ekiti,Monitor,48,226438.52,10869048.96,2024-09-20,Online,7de1bf5d-af48-47f0-a8bd-075b7eb6581e
330,330,keith jennings,Katsina,Phone,48,232931.05,11180690.4,2024-02-28,,
331,331,amber obrien,Plateau,Camera,48,42470.6,2038588.8,2024-07-13,Online,71a0449d-d703-462f-b5cb-e3f56a66c184
332,332,Unknown Name,Rivers,Charger,55,298048.29,16392655.95,2024-07-22,Retail,90bde900-1529-46f5-aad1-1fe87d1b695e
333,333,tanner mitchell,Kano,Keyboard,48,70631.37,3390305.76,2023-07-23,Wholesale,38749f3c-c2d4-4b56-8bbe-d98007e67cb0
334,334,heather fields,Imo,Keyboard,48,274960.91,13198123.68,2024-04-22,Online,398f569b-465c-42cb-885e-b4894ac66780
335,335,megan le,Enugu,Phone,54,173045.05,9344432.7,2024-03-24,Wholesale,c7de96ea-2b0f-4e44-89e6-4c2289a0b7eb
336,336,sara fuller,Bauchi,Camera,48,173453.71,8325778.08,2024-12-15,Retail,c5c5ae8a-be15-4d12-90ce-77e9751303b9
337,337,maria parker,Anambra,Tablet,48,231875.19,11130009.12,2024-07-22,,82c42e48-8cba-4ae5-becc-daf4c4134dc2
338,338,kevin oconnor,Oyo,Headphones,47,158687.85,7458328.95,2024-05-29,Wholesale,44945e09-1d3c-45a4-929d-63771cfb655f
339,339,edward burgess,Osun,Tablet,48,245605.56,11789066.88,2024-07-22,Retail,fdab3441-d2c2-4960-8b09-01abc66dceb3
340,340,carlos ryan,Kano,Keyboard,48,71452.76,3429732.48,2024-07-22,Direct,c1bcbe59-d296-412d-8ac3-5ac45deaa737
341,341,kiara mcintyre,Delta,Keyboard,71,262939.37,18668695.27,2025-03-20,,70fd6672-b80f-46c5-828f-a16b0aa6fcb9
342,342,dawn summers,Osun,Laptop,48,295715.82,14194359.36,2024-07-22,Direct,6cd6f011-fd61-413b-b7f2-5d368bddcee3
343,343,paul morgan,Borno,Phone,48,156614.69,7517505.12,2025-01-24,,a757075b-d47f-43b1-bc69-c1551a37f6bd
344,344,victor taylor,Kaduna,Camera,48,124361.28,5969341.44,2025-05-18,,
345,345,Unknown Name,Ekiti,Headphones,48,82908.6,3979612.8,2024-12-26,Online,dff389aa-4c36-470c-bf5e-3b8cc0582da5
346,346,shannon ramsey,Imo,Tablet,48,167237.08,8027379.84,2024-07-22,,4347dbca-7321-48b2-8840-405affd2f491
347,347,tracy ballard,Borno,Phone,48,177704.3,8529806.4,2023-07-31,Online,164484a0-d115-4fff-9cb9-1d5f593c572b
348,348,richard smith,Katsina,Monitor,48,158687.85,7617016.8,2024-10-16,Wholesale,1e0d02b5-fe74-42cd-9d83-ad037066e289
349,349,jordan chambers,Bauchi,Laptop,48,220696.03,10593409.44,2024-07-13,,35ba9357-3ca8-4f31-8fd7-f3b9c68fcba5
350,350,lauren carson,Lagos,Camera,48,52952.39,2541714.72,2024-07-22,Wholesale,b06b0f0c-9682-4e22-bcd4-344fcf8a368e
351,351,ashley hall,Imo,Laptop,48,203785.66,9781711.68,2024-07-22,,9c3a1e0b-b5f3-48aa-9c6d-afff59c2f153
352,352,stephen hoffman,Borno,Keyboard,18,166977.27,3005590.86,2024-07-22,Online,9dbc15c0-2a7d-457c-ad9c-5b50a1fd4187
353,353,connie brown,Rivers,Laptop,48,14541.79,698005.92,2024-07-22,Direct,d0437e4c-34e5-4699-88eb-e27a23a4e70e
354,354,susan turner,Oyo,Headphones,48,103652.24,4975307.52,2024-07-22,,91f0647d-0f32-4333-8e31-593734fa32b6
355,355,charles shah,Anambra,Keyboard,48,193173.16,9272311.68,2024-07-22,Retail,98cbaa52-47f5-4019-8843-8de259cf0b0d
356,356,johnathan davis,Rivers,Tablet,48,114655.81,5503478.88,2024-07-22,Direct,fa9fc10e-52da-4681-ab1a-c76c89ecbc51
357,357,brandy chavez,Rivers,Tablet,48,157576.69,7563681.12,2025-01-21,Online,929ecc92-4a11-4e44-8aea-1b8fb43cde0a
358,358,Unknown Name,Imo,Monitor,24,158687.85,3808508.4,2023-08-19,Retail,
359,359,natalie bautista,Oyo,Keyboard,48,209044.37,10034129.76,2024-07-22,Wholesale,83b0b35c-dba6-4df8-b3d0-4ffb44709848
360,360,patrick moore,Anambra,Keyboard,48,122773.62,5893133.76,2024-07-18,Online,d0afb235-ade6-4f51-a670-93a0fc48f615
361,361,brett burns,Borno,Camera,48,90316.6,4335196.8,2023-11-20,Direct,c0062b5b-f678-49b2-a2b5-f4571860ad28
362,362,trevor johnson,Katsina,Keyboard,26,55571.75,1444865.5,2024-08-21,Wholesale,0f2d5c15-eb34-4d3a-a95e-5ea9c9230c64
363,363,jeremy sampson,Enugu,Headphones,26,161609.52,4201847.52,2024-07-22,Wholesale,a7e8d18e-ddf6-44ac-86fe-acd4fe1393cd
364,364,ariana jennings,Sokoto,Monitor,48,72669.97,3488158.56,2025-01-21,Online,21f8072d-ddb7-470e-b390-b059207bbe21
365,365,vanessa howard,Enugu,Camera,48,67990.69,3263553.12,2024-07-22,Direct,5274ee11-b61d-4906-a570-35db3fead90a
366,366,colton martinez,Anambra,Headphones,48,257333.6,12352012.8,2024-07-22,Online,d7f34368-c2ef-4ecb-bf5f-bf4fd4176230
367,367,jordan bates,Bauchi,Laptop,33,43733.35,1443200.55,2025-04-24,Retail,24655c39-7d4d-4add-a488-0945ad1db537
368,368,linda smith,Cross River,Tablet,48,158687.85,7617016.8,2024-07-22,Retail,a0b85755-44ca-45a2-a1e5-18a293d228d4
369,369,dana martinez,Anambra,Monitor,48,139176.04,6680449.92,2024-07-22,,135508d0-73b5-4ad5-a00b-4b356a0aa7d5
370,370,andrea hubbard,Abuja,Charger,46,17758.37,816885.02,2024-07-22,Wholesale,c4d598f7-e14f-4093-8b6a-d0c7a2356dd4
371,371,Unknown Name,Kano,Tablet,48,124096.91,5956651.68,2024-12-20,,bff30c8d-83ff-4e96-a721-3a7017d50f59
372,372,daniel kane,Niger,Phone,35,125244.11,4383543.85,2024-01-15,Direct,
373,373,charles lester,Anambra,Tablet,48,159232.55,7643162.4,2024-07-22,Retail,e097dedb-efb3-4939-b1d8-18874739cc7b
374,374,scott thomas,Abuja,Tablet,48,116831.51,5607912.48,2024-09-27,,7cf07bb3-f343-49eb-b466-ef025e7b72c8
375,375,david thompson,Lagos,Keyboard,48,76871.2,3689817.6,2024-07-22,Retail,de70bd30-00a2-4367-94fb-09f053c93ae7
376,376,allison smith,Sokoto,Headphones,44,99413.77,4374205.88,2024-07-22,Retail,17d821b8-bb93-4d40-98df-f535c62dbaea
377,377,cynthia morris,Oyo,Keyboard,48,24181.59,1160716.32,2024-07-22,Retail,a284e8fd-755c-4e2a-b8de-d777bb1e5ae8
378,378,anthony harmon,Anambra,Keyboard,48,158687.85,7617016.8,2023-07-25,Online,d9a09007-5bb4-4c18-b281-87c4aa055442
379,379,nichole alvarez,Kaduna,Charger,48,135211.15,6490135.2,2024-06-17,,65d0b517-88d0-4abd-8bb1-8c791036708d
380,380,kayla rodriguez,Ekiti,Charger,48,111637.71,5358610.08,2024-07-22,Wholesale,d3293724-6dfd-471a-b7d7-465d37c3b3c9
381,381,theresa williams,Imo,Monitor,55,160922.84,8850756.2,2024-05-31,,52a74a41-44be-4486-bea5-a387363be5cb
382,382,sharon boyd,Niger,Keyboard,48,248907.18,11947544.64,2024-07-22,Wholesale,8c1c8b05-5677-4f36-8899-8e5fd40e53ce
383,383,victor brown,Imo,Charger,48,15935.22,764890.56,2024-05-26,,da385db5-90ee-4067-a16e-9fe593f37596
384,384,Unknown Name,Lagos,Camera,48,113461.81,5446166.88,2024-12-28,,e4e751de-57ff-41d9-89ce-44bd7c3f1add
385,385,james parks,Rivers,Camera,14,181688.35,2543636.9,2023-12-16,Retail,0bc2ea72-0c64-4ca2-8323-1466aebbb90e
386,386,theodore jones,Kano,Monitor,48,12344.49,592535.52,2024-05-24,Wholesale,
387,387,ana hill,Oyo,Camera,48,22298.91,1070347.68,2024-07-22,Wholesale,d6321d31-c8ac-4fcf-a04d-4d14197dbae1
388,388,kimberly nguyen,Imo,Monitor,48,158687.85,7617016.8,2024-07-22,Wholesale,edef5003-1fce-41e3-842b-03ca75a72686
389,389,kerry chavez,Abuja,Phone,48,241492.86,11591657.28,2024-10-27,,74de5f70-70f8-4dba-a871-9b9bdb8f0e32
390,390,michael farrell,Osun,Charger,48,176481.31,8471102.88,2025-06-24,Wholesale,6d84414d-f541-41ea-bde9-1c42002c4c22
391,391,patricia le,Plateau,Keyboard,48,201599.43,9676772.64,2024-07-22,,e8cee951-b047-4ea4-bee5-ce6933cb202e
392,392,jesse perez,Imo,Monitor,58,65496.45,3798794.1,2025-05-18,Online,4d470ed6-a666-4769-a1d4-6f8221c50e41
393,393,jesse perry,Oyo,Monitor,48,63062.28,3026989.44,2025-04-29,Retail,e0688849-eec7-4a30-9fda-35b228b2bf21
394,394,jeffery ortega,Niger,Headphones,48,272156.33,13063503.84,2024-07-22,Direct,5c457e4d-a793-43b8-97e5-2113462623be
395,395,christian leblanc,Oyo,Keyboard,48,91304.81,4382630.88,2025-01-25,Online,aa1d3fc6-5f31-473d-9519-830c40198303
396,396,ronald davis,Abuja,Phone,8,272743.75,2181950.0,2023-08-28,Wholesale,0d41ee47-2a5f-4a18-a61f-0b96e75f745a
397,397,Unknown Name,Borno,Headphones,48,63936.43,3068948.64,2024-07-22,Retail,b9da5f8c-4e35-4a80-a027-9a186576a410
398,398,parker cain,Osun,Charger,48,158687.85,7617016.8,2023-10-26,Retail,6de21429-3bf0-49c1-8156-e501b30e96e8
399,399,laurie hoffman,Abuja,Laptop,48,57412.1,2755780.8,2024-08-16,Retail,185df528-b425-4e19-9758-d47ea7cde143
400,400,bryan gomez,Osun,Keyboard,87,222571.82,19363748.34,2023-12-19,Retail,
401,401,nicole parrish,Enugu,Laptop,4,224190.33,896761.32,2024-09-18,Wholesale,13f3cade-7a10-413f-b6a2-c52b00473139
402,402,tracy burke,Delta,Keyboard,48,226422.06,10868258.88,2024-03-19,Retail,84fa4c72-39e7-44f1-97fb-613a21f89d06
403,403,kenneth lewis,Rivers,Phone,57,274375.17,15639384.69,2024-07-22,Direct,02106371-0260-4123-b1ef-e72aae13591e
